Binomial.1.2,Updated_taxonomy_MammalDiversityDatabase,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Method,Mass.ref,Notes.mass,IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.ref,Notes.Diet,Scavenging,Scav.ref,Scav.notes,Locomotion.ambulatory,Locomotion.cursorial,Locomotion.bound,Locomotion.scansorial,Locomotion.ref.,Taxon.Inferred.from.locomotion,Notes.locomotion,Cooperative.hunting,Cooperative.hunt.ref.,Taxon.inferred.from.cooperation,Notes.cooperative,Hunting.terrestrial,Hunting.arboreal,Hunting.fossorial,Hunting.fishing,Hunting.habitat.ref,Taxon.Inferred.from.hunting.habitat,Notes.hunting.habitat,Ambush,Pursuit,Pounce.pursuit,Opportunistic,Taxon.Inferred.from.habitat.method,Notes.hunting.method,Hunting.method.ref.,Bone.consumer,Bone.ref,Hunting.time.nocturl,Hunting.time.crepuscular,Hunting.time.diurl,Hunting.time.ref,Taxon.inferred.timing,Notes.hunting.time,Brain.mass.g,Brain.mass.method,Brain.mass.ref,EQ.SR.,EQ.ICR.,EQ.PGLS.,EQ.method,EQ.ref
Canis_mesomelas,Lupulella_mesomelas,Carnivora,Canidae,Canis,mesomelas,8500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,30,60,10,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Avery, G., et al. ""Prey of coastal black‐backed jackal Canis mesomelas (Mammalia: Canidae) in the Skeleton Coast Park, Namibia."" Journal of Zoology 213.1 (1987): 81-94",N/A,0,1,0,0,"Walton, L. R., & Joly, D. O. (2003). Canis mesomelas. Mammalian Species, 2003(715), 1-9.",N/A,N/A,1,"Walton, L. R., & Joly, D. O. (2003). Canis mesomelas. Mammalian Species, 2003(715), 1-9.",N/A,Hunt in both intra- and interspecific (cheetah) co-operative hunting groups,1,0,0,1,"Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,Fish appear regularly in the diet of coyotes,0,1,0,1,N/A,Described as an opportunistic hunter that pursues prey.,"Walton, L. R., & Joly, D. O. (2003). Canis mesomelas. Mammalian Species, 2003(715), 1-9.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,58,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.22,0.19,1.99,Calculated,"Formulas from Boddy et al., 2012"
Canis_rufus,,Carnivora,Canidae,Canis,rufus,22983.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,CR,0,100,0,Transformed,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",Transformed from MammalDiet to match format,1,"Wirsing, Aaron J., and Thomas M. Newsome. ""Scavenging effects of large canids."" Integrative and Comparative Biology 61.1 (2021): 117-131",N/A,0,1,0,0,"Kleiman, D. G., and J. F. Eisenberg. ""Comparisons of canid and felid social systems from an evolutionary perspective."" Animal behaviour 21.4 (1973): 637-659.",N/A,N/A,1,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,N/A,1,0,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,Fishing inferred from dietary absence in CarniDiet and MammalDiet,0,1,0,0,N/A,Described only as a pursuit predator.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049.",0,N/A,1,1,0,N/A,Genus,N/A,105,Imputed,COMBINE (imputation_phylo_756),1.04,0.19,1.97,Calculated,"Formulas from Boddy et al., 2012"
Canis_simensis,,Carnivora,Canidae,Canis,simensis,10000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,EN,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Wirsing, Aaron J., and Thomas M. Newsome. ""Scavenging effects of large canids."" Integrative and Comparative Biology 61.1 (2021): 117-131",N/A,0,1,0,0,"Kleiman, D. G., and J. F. Eisenberg. ""Comparisons of canid and felid social systems from an evolutionary perspective."" Animal behaviour 21.4 (1973): 637-659.",N/A,N/A,1,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,N/A,1,0,1,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,Fishing inferred from dietary absence in CarniDiet and MammalDiet. Bird is diet presumed to be ground dwelling as not scansorial.,0,1,0,0,N/A,Only described as a pursuit predator.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049. Janis, Christine M., and Borja Figueirido. ""Forelimb atomy and the discrimination of the predatory behavior of carnivorous mammals: the thylacine as a case study."" Journal of morphology 275.12 (214): 1321-1338.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,80,Imputed,COMBINE (imputation_phylo_756),1.47,0.24,2.47,Calculated,"Formulas from Boddy et al., 2012"
Caracal_aurata,,Carnivora,Felidae,Caracal,aurata,10650,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,VU,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Veals, Amanda M., et al. ""Caracal caracal (Carnivora: Felidae)."" Mammalian Species 52.993 (2020): 71-85.",N/A,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,N/A,1,1,0,0,"Simo, Franklin T., et al. ""African golden cat and serval in forest–savannah transitions in Cameroon."" African Journal of Ecology (2021).",N/A,N/A,0,0,1,0,N/A,Described as a pounce-pursuit,"Macdonald, D. (2006). The Encyclopedia of Mammals.",0,N/A,1,1,1,"Bahaa‐el‐din, Laila, et al. ""The A frican golden cat C caracal aurata: A frica's least‐known felid."" Mammal review 45.1 (2015): 63-77.",N/A,Activity data from a protected area.,60,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.06,0.17,1.8,Calculated,"Formulas from Boddy et al., 2012"
Caracal_caracal,,Carnivora,Felidae,Caracal,caracal,13749.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Nowell, K. and Jackson, P. 1996. Wild Cats. Status Survey and Conservation Action Plan. IUCN/SSC Cat Specialist Group, Gland, Switzerland and Cambridge, UK.",N/A,0,0,0,1,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428.",N/A,N/A,0,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,Fishing inferred from dietary absence in CarniDiet and MammalDiet,1,0,1,0,N/A,Mostly an ambush predator but also pounces which is relatively unique .,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049. Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 46-428. Janis, Christine M., and Borja Figueirido. ""Forelimb atomy and the discrimination of the predatory behavior of carnivorous mammals: the thylacine as a case study."" Journal of morphology 275.12 (214): 1321-1338.",0,N/A,1,1,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,58,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.84,0.14,1.48,Calculated,"Formulas from Boddy et al., 2012"
Catopuma_badia,,Carnivora,Felidae,Catopuma,badia,2500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,EN,0,100,0,Reported,"Postanowicz R. ""Bay Cat (Felis badia) Lioncrusher"" (On-line) http://www.lioncrusher.com/felidae/bay_cat.htm",N/A,0,N/A,No evidence,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,Inferred from absence,1,0,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,No evidence to suggest anything other than terrestrial.,1,0,0,0,Family,No ecological study on diet or behaviour.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,28,Imputed,COMBINE (imputation_phylo_756),1.46,0.2,2,Calculated,"Formulas from Boddy et al., 2012"
Catopuma_temminckii,,Carnivora,Felidae,Catopuma,temminckii,11500,Reported,"Sunquist, Mel, and Fiona Sunquist. Wild cats of the world. University of chicago press, 2017.",N/A,NT,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,Inferred from absence,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,Family,No ecological study on behaviour. But one scat found with mammals and one snake.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,70,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.18,0.19,2.02,Calculated,"Formulas from Boddy et al., 2012"
Cerdocyon_thous,,Carnivora,Canidae,Cerdocyon,thous,5240,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,50,50,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Berta, Annalisa. ""Cerdocyon thous."" Mammalian species 186 (1982): 1-4.",N/A,0,1,0,0,"Berta, A. (1982). Cerdocyon thous. Mammalian species, (186), 1-4.",N/A,N/A,1,"da Silva, M. X., Rodrigues, A. N., Azevedo, F. C., & Lemos, F. G. (2018). Stronger together: observation on crab-eating foxes (Cerdocyon thous) cooperatively preying their potential predator. Mastozoología neotropical, 25(2), 499-503.",N/A,"Usually described as travelling in pairs or small groups, but hunting individually. However, cooperative hunting of large prey has been observed.",1,0,0,1,"Rocha, V. J., Aguiar, L. M., Silva-Pereira, J. E., Moro-Rios, R. F., & Passos, F. C. (2008). Feeding habits of the crab-eating fox, Cerdocyon thous (Carnivora: Canidae), in a mosaic area with native and exotic vegetation in Southern Brazil. Revista Brasileira de Zoologia, 25, 594-600.",N/A,N/A,0,0,0,1,N/A,Described as an opportunistic hunter.,"Berta, A. (1982). Cerdocyon thous. Mammalian species, (186), 1-4.",1,"Facure, K. G., Giaretta, A. A., & Monteiro-Filho, E. L. A. (2003). Food habits of the crab-eating-fox, Cerdocyon thous, in an altitudinal forest of the Mantiqueira Range, southeastern Brazil. Mammalia, 67(4), 503-512.",1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,40,Reported,"Heldstab, Sandra A., Karin Isler, and Carel P. van Schaik. ""Hibernation constrains brain size evolution in mammals."" Journal of evolutionary biology 31.10 (2018): 1582-1588.",1.2,0.18,1.83,Calculated,"Formulas from Boddy et al., 2012"
Chrysocyon_brachyurus,,Carnivora,Canidae,Chrysocyon,brachyurus,23249.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,20,70,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,"One observation of ants in the diet, which could be due to scavenging but is not conclusive evidence of the behaviour - Aragona, M., and E. Z. F. Setz. ""Diet of the maned wolf, Chrysocyon brachyurus (Mammalia: Canidae), during wet and dry seasons at Ibitipoca State Park, Brazil."" Journal of Zoology 254.1 (2001): 131-136",0,1,0,0,"Kleiman, D. G., and J. F. Eisenberg. ""Comparisons of canid and felid social systems from an evolutionary perspective."" Animal behaviour 21.4 (1973): 637-659.",N/A,N/A,0,"Bailey, Ida, Julia P. Myatt, and Alan M. Wilson. ""Group hunting within the Carnivora: physiological, cognitive and environmental influences on strategy and cooperation."" Behavioral Ecology and Sociobiology 67.1 (2013): 1-17.",N/A,Inferred from absence,1,0,0,1,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,0,1,1,0,N/A,Described primarily as a pounce-pursuit predator but also a pursuit predator.,"Dalerum, Fredrik. ""Phylogenetic and functional diversity in large carnivore assemblages."" Proceedings of the Royal Society B: Biological Sciences 280.1760 (2013): 20130049. Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 46-428. Janis, Christine M., and Borja Figueirido. ""Forelimb atomy and the discrimination of the predatory behavior of carnivorous mammals: the thylacine as a case study."" Journal of morphology 275.12 (214): 1321-1338.",0,N/A,1,1,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,125,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.24,0.22,2.35,Calculated,"Formulas from Boddy et al., 2012"
Civettictis_civetta,,Carnivora,Viverridae,Civettictis,civetta,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,40,50,10,Reported ,Rosevear D. (1974). The Carnivores of West Africa. London: Trustees of the British Museum (Natural History).,N/A,1,"Daniel, Wondmagegne, et al. ""Food types and feeding ecology of African civets (Civettictis civetta) in Jimma, Ethiopia."" Revue d'Ecologie, Terre et Vie 63.3 (2008): 283-288",N/A,1,0,0,0,"Mullu, D., & Balakrishnan, M. (2014). Ecology of African Civet (Civettictis civetta) in Arba Minch Forest, Arba Minch, Ethiopia. Science, Technology and Arts Research Journal, 3(3), 99-102.",N/A,N/A,0,"Wallach, Arian D., et al. ""What is an apex predator?."" Oikos 124.11 (2015): 1453-1461.",N/A,N/A,1,0,0,0,"Mullu, D., & Balakrishnan, M. (2014). Ecology of African Civet (Civettictis civetta) in Arba Minch Forest, Arba Minch, Ethiopia. Science, Technology and Arts Research Journal, 3(3), 99-102.",N/A,N/A,0,0,0,1,N/A,N/A,"Amiard, P. J., Kruger, C. V., Mullers,  R. H., & Schipper, J. (2015). The diet of African Civet Civettictis  civetta in two vegetation types of the Savannah biome in South Africa. Small Carnivore Conservation, 52, 4-12.",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,39,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.63,0.1,1.09,Calculated,"Formulas from Boddy et al., 2012"
